,Title,Image url,Description,Page url,Item number,Page number
409,Tara,https://csmvs.in/wp-content/uploads/2023/07/2009.619_02.jpg,"Tara
2009.619
DESCRIPTION
Seated Tara
Karl and Meherbai Khandalavala Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine religious object
MATERIAL
Bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
19th century CE
LOCATION
Nepal
DIMENSION
6 x 6.5 x 9.5 cms.",https://csmvs.in/collections/tara-4/,410,15
410,Male dancing figure,https://csmvs.in/wp-content/uploads/2023/08/2009.608_01.jpg,"Male dancing figure
2009.608
DESCRIPTION
Karl and Meherbai Khandalavala Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine ritual object
MATERIAL
Gilt bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Repousse work
DATE
18th century CE
LOCATION
Tibet
DIMENSION
8.5 x 3.5 x 16.5 cms.",https://csmvs.in/collections/male-dancing-figure/,411,15
411,Female dancing figure,https://csmvs.in/wp-content/uploads/2023/08/2009.609_02.jpg,"Female dancing figure
2009.609
DESCRIPTION
Karl and Meherbai Khandalavala Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine ritual object
MATERIAL
Gilt bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Repousse work
DATE
17th Century CE
LOCATION
Tibet
DIMENSION
7.5 x 5.5 x 16.5 cms.",https://csmvs.in/collections/female-dancing-figure/,412,15
412,Bodhisattva Manjusri,https://csmvs.in/wp-content/uploads/2023/08/2009.610.jpg,"Bodhisattva Manjusri
2009.610
DESCRIPTION
Bodhisattva Manjusri is one of the most popular Buddhist deities in Nepal and is associated with the legend of origin of the Kathmandu valley. It is believed that originally the valley was a lake and it was Manjusri who cut a path with his sword
and created the Chaubar gorge in the south through which the water escaped to leave behind the verdant fertile land. His popularity can also be accounted for due to his role as the embodiment of wisdom and knowledge without which enlightenment is not possible.
In this metal image, he is represented as a princely youthful figure seated in the meditative posture known as vajraparyanka with feet placed on the thighs. He has four arms, two of the hands clearly holding the sword and the manuscript of the Prajnaparamita text. The other two would have held an arrow on the right and a bow on the left. While the sword symbolizes the cutting of the knots of ignorance, the book needs little explanation. The bow and arrow made of flowers are of course the attributes of the god of desire Kamadeva with whom Manjusri is identified. One of his synonyms is Vajrananga, Ananga being an epithet of Kama. In a number of descriptions Manjusri is said to display the flavour or mood of love (shringara rasa).
As Vajrananga he is imprecated in spells to bewitch women.
Likely here the bodhisattva is portrayed in the form known as Arapachana Manjusri since he presides over a group of five deities that originate from the five syllables a, ra, pa, cha, na. His popularity is evinced by the fact that the circa 12th century Sanskrit compendium of meditational visualizations (dhyana or sadhana) known as the Sadhanamala includes eight examples, though none describes him with four arms.
Karl and Meherbai Khandalavala Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine religious object
MATERIAL
Gilt bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
c 1700
LOCATION
Nepal
DIMENSION
18.5 cm",https://csmvs.in/collections/bodhisattva-manjusri/,413,15
413,Bhaishajyaguru,https://csmvs.in/wp-content/uploads/2023/08/33.743.jpg,"Bhaishajyaguru
33.743
DESCRIPTION
Buddha as the Lord of Medicine
The Buddha is seated in padmasana (lotus pose) holding a myrobalan in his right hand resting on his knee, while his left hand, which rests in his lap, supports a pot. He wears a samghati (upper garment) with a bold incised border over his left shoulder falling at the back in an unusual pattern. His elongated earlobes touch the shoulders. He has a prominent urna (tuft of hair between the eyebrows). His hair done in sharp curled ringlets rises into a three-tiered ushnisha (cranial protuberance) with a bud-shaped chintamani (wisdom jewel) above. His hair is secured with a headband with knots tied over the ears and tassels falling on both sides. His lotus seat is modeled only frontally; the rear was left plain for a possible inscription.
In Sanskrit, the term bhaishajya meaning healing, takes its root from bhishaj, to cure. In the Vedic mythology the celestial twins, Ashvinikumars, are the physicians of the gods. In Buddhism, aside from its physical aspect, healing also relates metaphorically to spiritual awakening. Bhaishajyaguru symbolizes Sakyamuni’s ability to heal the body as well as dispel the spirit of darkness. The concept is embodied in the Bhaishajyaguru Sutra which was first translated into Chinese by Srimitra around 317–322 CE, and later re-translated into Tibetan. The Sutra acknowledges seven Medicine Buddhas. However, in Tibet, Bhaishajyaguru with his own seven brothers is joined by Sakyamuni, making a group of nine. But they are rare as a group either in sculpture or painting in Tibet.
Basically, the image of Sakyamuni was modified by assigning the attribute of the myrobalan fruit, an important ingredient in Indian pharmacopia, to create images of the Healing Buddha. Further iconographic developments took place in Central Asia through which the cult of Bhaishajyaguru travelled to East Asia and Tibet.
Sir D.J. Tata Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine
MATERIAL
Gilt bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
18th century CE
LOCATION
Tibet
DIMENSION
17 x 11 x 9 cm",https://csmvs.in/collections/bhaishajyaguru/,414,15
414,Gautama Sakya Muni,https://csmvs.in/wp-content/uploads/2023/07/22.2907.jpg,"Gautama Sakya Muni
22.2907
DESCRIPTION
Image of Gautama Sakya Muni seated with legs closely locked the soles turned upwards. There is the auspicious mark ( Urna) on forehead; ear lobes are long. The monastic garment is draped over the left shoulder bare.
Sir Ratan Tata Art Collection
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine religious object
MATERIAL
Gilt bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
19th century CE
LOCATION
Tibet",https://csmvs.in/collections/gautama-sakya-muni/,415,15
415,BUDDHA,https://csmvs.in/wp-content/uploads/2023/06/65.22_01_H.jpg,"BUDDHA
65.22
DESCRIPTION
AS EVIDENT in this sculpture, the images from western Tibet belonging to the 11th–12th century bear clear influence of the art of Kashmir. King, Yeshe-O’ of Gugee in western Tibet, sent many Buddhist monks to study in Indian Buddhist universities. A well-known Buddhist monk Rinchen Sangpo (958–1055 CE) visited the university of Vikramashila on invitation from Atisa. When Rinchen Sangpo returned to Tibet he took with him several Kashmiri artists to work for the monasteries there. The artists worked together with the Tibetan craftsmen and created several monasteries, temples, sculptures and paintings, such as monasteries of Tobo, Tholing, Tsaparang and Alchi, to name a few. The Kashmiri artists left a definite influence on the art of Tibet giving rise to a new idiom, the combination of Tibetan and Kashmiri styles, during the 11th–12th century CE. The present image belongs to the same group or style.
Buddha is seated in bhumisparsha mudra. His sanghati decorated with a border of petal designs, covers his left shoulder and passing round his body terminates on his left forearm in the manner of the Eastern Indian bronzes of the 9th–10th century A.D. There are indications of a tight garment underneath his sanghati, covering his arms up to the wrists. The hair is tied in ushnisha topped by a lotus-shaped pin. The eyes show the marks of inlay, a tradition which was practiced in Tibet from 9th century CE as a result of Kashmiri and Eastern Indian influence.
Slim body, elongated from the waist, long neck, broad flat face are some of the stylistic features of this figure which compare well with the Tsaparang images.
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine
MATERIAL
Bronze, traces of Gilt
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
11th century CE
LOCATION
Western Tibet
DIMENSION
20.3 x 14.5 x 9.2 cms.",https://csmvs.in/collections/buddha-4/,416,15
416,Prajnaparamita,https://csmvs.in/wp-content/uploads/2023/07/22.2902.jpg,"Prajnaparamita
22.2902
DESCRIPTION
Sir Ratan Tata Art Collection
The scriptures of Prajnaparamita, goddess of transcendental wisdom, deposited by the Buddha in Nagaloka, are believed to have been salvaged by Nagarjuna in the 2nd century CE. This being before the time of the Dhyani Buddhas, Prajnaparamita, like Vasudhara, is not assigned to any one kula (family). It was much later that she was considered to emanate from all Dhyani Buddhas. However, Newar Buddhism which lays great stress on the worship of Triratna (the three jewels: Buddha, Dhamma, and Samgha) identifies these with the Adi Buddha, Prajnaparamita, and Avalokiteshvara respectively. Besides the Gunakarandavyuha, two other texts, Mahajjatakamala and Bhadrakalpanavadana, carry extensive passages on the worship of this Trinity, especially in Nepal.
Her lotus seat is equally finely chiselled with two rows of upper petals and a row of lower petals. To this is attached a trefoil arch aureole with a beaded inner border and flame tips along the outer edge. The three-line inscription on the pedestal reads:
“On the eighth day of the bright half of Shravana month of Nepal Samvat 815 [1695 CE] in the name of the mother
Manju, the group of four brothers led by Ranamuni commissioned this image in the name of their mother Manju.”
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine religious object
MATERIAL
Gilt bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
Nepal Samvat 815 = 1695 CE
LOCATION
Nepal
DIMENSION
20.4 x 13.6 x 10.5 cm",https://csmvs.in/collections/prajnaparamita/,417,15
417,HAYAGRIVA WITH HIS CONSORT,https://csmvs.in/wp-content/uploads/2023/08/73.3.jpg,"HAYAGRIVA WITH HIS CONSORT
73.3
DESCRIPTION
THE horse-headed god Hayagriva is both a tutelary form and a tantric concept, worshipped either as Dharmapala, the protector of faith or as Yidam, the tutelary deity, popular mainly in Tibet, Nepal, China and Japan. The deity is represented here in the Yab-Yum composition with his female counterpart Prajna. Yab-Yum is variously expressed as the merging of duality into oneness or a whole, as the father and mother, as merging of the two opposites or as the union of two forces namely, insight and compassion, symbolizing the state of Bodhichitta.
Hayagriva and Prajna are standing in an embrace with her left leg passing around his waist. The three-faced Hayagriva with six arms and four legs stands in Pratyalidha posture on two prostrate Nagas, holding a vajra, kapala, khadga, padma and an arrow. The sixth attribute is missing. His female counterpart holds the kapala and probably karttrika a cleaver. The three-faced god has three eyes each with a horse head on top, on the crown. He is clad with a tiger skin while his Prajna has a bone apron tied around her waist. Their faces are painted with gold and the horse-heads are painted in green. There is an inscription on the rear part of the pedestal which reads:
“These yuga-naddha image of the tutelary deity Dhyanagriva (Hayagriva) for the prosperity of the donor and his family and also for the attainment of the riches and Bodhihood, was caused to be made by Punyavardha at nPhigan (Dhigam ?).”
The inscription confirms that this Hayagriva is treated here as Yi-dam.
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine
MATERIAL
Bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
13th century CE
LOCATION
Tibet
DIMENSION
13.5 x 11 x 5 cms.",https://csmvs.in/collections/hayagriva-with-his-consort/,418,15
418,YUM,https://csmvs.in/wp-content/uploads/2023/08/90.3-4-AB.jpg,"YUM
90.3/4 AB
DESCRIPTION
FRAGMENT OF A YAB-YUM IMAGE
THOUGH highly mutilated the image is important for its provenance as this would be one of the very few authentic images from Tsaparang itself. The image was once a part of the Li Gotami collection who had copied the Tsaparang frescoes and presented some to this museum.
The clay sculptures formed an important part of the monasteries and temples of western Tibet and the Ladakh region during the 10th–13th century. Shilpashastras and Puranas consider clay as one of the suitable materials for making sculptures. The tradition was prevalent in India, Ceylon, Central Asia and China. For the bigger sculptures, wooden armatures were used. Then a thick coat of clay mixed with straw was applied. To get a smoother surface, layers of wool or fine straw were added. The finer surface was achieved by the final coat of very fine clay. The body was then given shape and ornamented. Finally it was given a coat of paint. The present image is made of fine clay with the straw filling inside.
The position of the image obviously indicates it to be a part of the Yab-Yum image, the male counterpart of which is now missing. Even though it is just a small remnant of the image, the face vibrates with the ecstasy of orgasmic bliss. The stylistic features, a particularly elongated torso, and the modelling of her long face bear the imprint of some of the characteristics of the art of Kashmir. It is no wonder, as Tsaparang was in close contact with Kashmir during this time, through the great master Padmasambhava or Rinchen Sangpo as discussed earlier. This image, broken at the shoulders and knees is adorned with the waist band of pearls, two pearl strings, and big round earrings, one of which is missing. Her bare body is covered with her straight hair let loose on her back. Her face is slightly titled up as in the Yab-Yum images with the prominent third eye and an open mouth exposing her teeth. Her eyes, eyebrows and hair are painted black while the body surface is glazed with red colour.
COLLECTION
Himalayan Art
OBJECT TYPE
Figurine
MATERIAL
Clay
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
11th century CE
LOCATION
Western Tibet
DIMENSION
13.2 x 10 cms.",https://csmvs.in/collections/yum/,419,15
